"U.S. Historical Series of Unemployment Rates, Vacancy Rates, and Labor Productivity.",,,,
"See Petrosky-Nadeau and Zhang (2020), ""Unemployment Crises"" for detailed construction.",,,,
The unemployment rates and vacancy rates as well as the labor productivity are in percent.,,,,
,,,,
,Civilian Unemployment Rates,Private Nonfarm Unemployment Rates,Vacancy Rates,Labor Productivity
2008M07,5.80000000,7.21470550,2.47363549,0.94356980
2008M08,6.10000000,7.60534098,2.37000537,0.93840542
2008M09,6.10000000,7.67253920,2.11166462,0.90505478
2008M10,6.50000000,8.13514976,2.12557142,0.92052682
2008M11,6.80000000,8.53085940,1.91154883,0.92199484
2008M12,7.30000000,9.13313696,1.82987941,0.91138835
2009M01,7.80000000,9.76087555,1.79430647,0.91078982
2009M02,8.30000000,10.42911549,1.80602829,0.92396208
2009M03,8.70000000,10.87874245,1.61613671,0.92755810
2009M04,9.00000000,11.26067907,1.52547748,0.93748633
2009M05,9.40000000,11.75216620,1.56836643,0.93488105
2009M06,9.50000000,11.94205582,1.56932703,0.93353262
2009M07,9.50000000,11.89393939,1.42134082,0.93922104
2009M08,9.60000000,12.06725208,1.49442345,0.94762905
2009M09,9.80000000,12.22101895,1.61090056,0.95504991
2009M10,10.00000000,12.49409965,1.56063049,0.96284722
2009M11,9.90000000,12.39897673,1.52718387,0.96599133
2009M12,9.90000000,12.33526966,1.57206210,0.96739146
2010M01,9.80000000,12.29710512,1.71744286,0.97232926
2010M02,9.80000000,12.35095576,1.67735891,0.97128786
2010M03,9.90000000,12.39926919,1.73168609,0.97283287
2010M04,9.90000000,12.46989324,2.08249796,0.97300977
2010M05,9.60000000,12.12004963,1.87616408,0.98500142
2010M06,9.40000000,11.83899490,1.73419435,0.98450881
2010M07,9.40000000,11.85746852,1.92919559,0.98771417
2010M08,9.50000000,11.94234281,1.89504562,0.99086805
2010M09,9.50000000,11.88211611,1.79704497,0.99456778
2010M10,9.40000000,11.81593963,1.97415953,0.99375013
2010M11,9.80000000,12.20590021,1.89067315,0.99274676
2010M12,9.30000000,11.67291750,1.85942076,0.99727310
2011M01,9.10000000,11.42677746,1.91827121,0.98756352
2011M02,9.00000000,11.26645742,1.99851189,0.97807229
2011M03,9.00000000,11.18111005,2.04204048,0.98759419
2011M04,9.10000000,11.30945628,2.14011710,0.98838782
2011M05,9.00000000,11.22371278,2.02894207,0.99179370
2011M06,9.10000000,11.28242424,2.10178290,0.99035848
2011M07,9.00000000,11.12260484,2.26762695,0.98687564
2011M08,9.00000000,11.14921291,2.06555671,0.98767302
2011M09,9.00000000,11.21817041,2.26690283,0.98444135
2011M10,8.80000000,10.94762952,2.22264080,0.99285728
2011M11,8.60000000,10.72274977,2.04505346,0.99305440
2011M12,8.50000000,10.55350910,2.18968148,0.99821832
2012M01,8.30000000,10.30993450,2.41286169,1.00193433
2012M02,8.30000000,10.30224088,2.26092803,1.00305883
2012M03,8.20000000,10.20804728,2.47497561,0.99560683
2012M04,8.20000000,10.15286297,2.35594811,1.00216348
2012M05,8.20000000,10.15179581,2.38464221,1.00283182
2012M06,8.20000000,10.17084976,2.45030081,1.00253470
2012M07,8.20000000,10.13087853,2.38402561,1.00486580
2012M08,8.10000000,9.98390854,2.38041392,0.99912137
2012M09,7.80000000,9.71220138,2.26927043,0.99619282
2012M10,7.80000000,9.70525608,2.38373812,0.99457682
2012M11,7.70000000,9.60753557,2.28018901,0.99757612
2012M12,7.90000000,9.80029645,2.29393168,0.99971706
2013M01,8.00000000,9.90673954,2.44281376,1.00000838
2013M02,7.70000000,9.51311935,2.55614505,1.00414694
2013M03,7.50000000,9.31231179,2.53024096,1.00550468
2013M04,7.60000000,9.35025284,2.53227280,0.99957310
2013M05,7.50000000,9.25567063,2.49781401,0.99697774
2013M06,7.50000000,9.31214835,2.50595509,0.99843916
2013M07,7.30000000,9.00239058,2.48844787,0.99539155
2013M08,7.20000000,8.94455943,2.51534334,1.00371393
2013M09,7.20000000,8.92418795,2.52879174,1.01016452
2013M10,7.20000000,8.81235756,2.65592573,1.01005842
2013M11,6.90000000,8.54578296,2.47641130,1.01137016
2013M12,6.70000000,8.25976500,2.43713833,1.01022141
2014M01,6.60000000,8.12462790,2.56763454,0.99746925
2014M02,6.70000000,8.20834059,2.66514924,1.00104546
2014M03,6.70000000,8.24269137,2.69300741,1.00739530
2014M04,6.30000000,7.70700082,2.92013076,1.00794527
2014M05,6.30000000,7.70374589,2.96276774,1.01199716
2014M06,6.10000000,7.49276348,3.00240141,1.01773757
2014M07,6.20000000,7.57946210,2.96261161,1.02364467
2014M08,6.20000000,7.55926092,3.16735415,1.02310440
2014M09,5.90000000,7.29956908,2.94066748,1.02249093
2014M10,5.70000000,7.07135989,3.15955059,1.01533583
2014M11,5.80000000,7.12242653,3.00278035,1.02054781
2014M12,5.60000000,6.84621193,3.08315366,1.02120636
2015M01,5.70000000,7.01560504,3.25410822,1.02234822
2015M02,5.50000000,6.77080883,3.29347812,1.02469464
2015M03,5.50000000,6.72510035,3.30581676,1.02957714
2015M04,5.40000000,6.68884280,3.56508395,1.03101996
2015M05,5.50000000,6.75684109,3.44492502,1.02905391
2015M06,5.30000000,6.45758620,3.28832184,1.02635613
2015M07,5.20000000,6.40278395,3.73356258,1.02974264
2015M08,5.10000000,6.24297314,3.41432681,1.02916909
2015M09,5.00000000,6.16036786,3.42501595,1.02754826
2015M10,5.00000000,6.13923065,3.52301798,1.02617865
2015M11,5.00000000,6.17445076,3.31882999,1.02195649
2015M12,5.00000000,6.13416498,3.41426068,1.01849486
2016M01,4.90000000,6.06001831,3.61519569,1.02757412
2016M02,4.90000000,6.04549221,3.52683378,1.02154403
2016M03,5.00000000,6.19427354,3.73242576,1.01550185
2016M04,5.00000000,6.12685727,3.70754913,1.02086989
2016M05,4.70000000,5.77925044,3.59278793,1.02281667
2016M06,4.90000000,6.01821179,3.55399557,1.02645345
2016M07,4.90000000,5.94314649,3.75737248,1.02796202
2016M08,4.90000000,6.01041283,3.45737678,1.02688578
2016M09,5.00000000,6.06564283,3.53713048,1.02438220
2016M10,4.90000000,5.94503087,3.43456481,1.02505173
2016M11,4.60000000,5.69042086,3.52943389,1.02239432
2016M12,4.70000000,5.74276222,3.43692092,1.03241395
2017M01,4.80000000,5.83247472,3.40725529,1.02986363
2017M02,4.70000000,5.71132117,3.51006581,1.02468121
2017M03,4.50000000,5.48132634,3.49923550,1.02870516
2017M04,4.40000000,5.36572691,3.80881628,1.03444732
2017M05,4.30000000,5.22582568,3.56165756,1.03400487
2017M06,4.30000000,5.30881703,3.82301172,1.03762780
2017M07,4.30000000,5.29545212,3.86496912,1.04326692
2017M08,4.40000000,5.41002148,3.76343416,1.03992666
2017M09,4.20000000,5.14446203,3.86697458,1.03650642
2017M10,4.10000000,4.96393463,3.77811450,1.04137315
2017M11,4.10000000,5.02216554,3.69456747,1.03883310
2017M12,4.10000000,4.98672935,3.52995386,1.03910375
